destination_path,duplicate_count,model_ids,itemNames,source_paths,recommended_action
images/brands/ryderwear/women/nkd/tops/sports-bra/cut/halter/construction/tank/cross-over/white/04.webp,2,ryderwear_female_nkd_sports_bra_elastic_underbust_band_knot_cross_over_back_light_support | ryderwear_female_nkd_sports_bra_v_neck_cross_over_back_low_support,NKD Knot Sports Bra | NKD Twist Sports Bra,Women/NKD/Tops/Sports_Bra/Cut/Halter/Construction/Tank/Cross-Over/White/04.webp,Manually resolve mapping ambiguity and keep exactly one model_id for this destination path before executing copy.
images/brands/ryderwear/women/nkd/tops/sports-bra/cut/halter/construction/tank/cross-over/white/05.webp,2,ryderwear_female_nkd_sports_bra_elastic_underbust_band_knot_cross_over_back_light_support | ryderwear_female_nkd_sports_bra_v_neck_cross_over_back_low_support,NKD Knot Sports Bra | NKD Twist Sports Bra,Women/NKD/Tops/Sports_Bra/Cut/Halter/Construction/Tank/Cross-Over/White/05.webp,Manually resolve mapping ambiguity and keep exactly one model_id for this destination path before executing copy.
images/brands/ryderwear/women/nkd/tops/sports-bra/cut/halter/construction/tank/cross-over/white/06.webp,2,ryderwear_female_nkd_sports_bra_elastic_underbust_band_knot_cross_over_back_light_support | ryderwear_female_nkd_sports_bra_v_neck_cross_over_back_low_support,NKD Knot Sports Bra | NKD Twist Sports Bra,Women/NKD/Tops/Sports_Bra/Cut/Halter/Construction/Tank/Cross-Over/White/06.webp,Manually resolve mapping ambiguity and keep exactly one model_id for this destination path before executing copy.
images/brands/ryderwear/women/nkd/tops/sports-bra/cut/light-support/embody/blue/01.webp,2,ryderwear_female_nkd_sports_bra_elastic_underbust_band_square_neck_straight_back_light_support | ryderwear_female_nkd_sports_bra_v_neck_cross_over_back_light_support,NKD Embody Sports Crop | NKD Core Bra,Women/NKD/Tops/Sports_Bra/Cut/Light_Support/Embody/Blue/01.webp,Manually resolve mapping ambiguity and keep exactly one model_id for this destination path before executing copy.
images/brands/ryderwear/women/nkd/tops/sports-bra/cut/light-support/embody/blue/02.webp,2,ryderwear_female_nkd_sports_bra_elastic_underbust_band_square_neck_straight_back_light_support | ryderwear_female_nkd_sports_bra_v_neck_cross_over_back_light_support,NKD Embody Sports Crop | NKD Core Bra,Women/NKD/Tops/Sports_Bra/Cut/Light_Support/Embody/Blue/02.webp,Manually resolve mapping ambiguity and keep exactly one model_id for this destination path before executing copy.
images/brands/ryderwear/women/nkd/tops/sports-bra/cut/light-support/embody/blue/03.webp,2,ryderwear_female_nkd_sports_bra_elastic_underbust_band_square_neck_straight_back_light_support | ryderwear_female_nkd_sports_bra_v_neck_cross_over_back_light_support,NKD Embody Sports Crop | NKD Core Bra,Women/NKD/Tops/Sports_Bra/Cut/Light_Support/Embody/Blue/03.webp,Manually resolve mapping ambiguity and keep exactly one model_id for this destination path before executing copy.
images/brands/ryderwear/women/nkd/tops/sports-bra/cut/light-support/embody/blue/04.webp,2,ryderwear_female_nkd_sports_bra_elastic_underbust_band_square_neck_straight_back_light_support | ryderwear_female_nkd_sports_bra_v_neck_cross_over_back_light_support,NKD Embody Sports Crop | NKD Core Bra,Women/NKD/Tops/Sports_Bra/Cut/Light_Support/Embody/Blue/04.webp,Manually resolve mapping ambiguity and keep exactly one model_id for this destination path before executing copy.
images/brands/ryderwear/women/nkd/tops/sports-bra/cut/light-support/embody/blue/05.webp,2,ryderwear_female_nkd_sports_bra_elastic_underbust_band_square_neck_straight_back_light_support | ryderwear_female_nkd_sports_bra_v_neck_cross_over_back_light_support,NKD Embody Sports Crop | NKD Core Bra,Women/NKD/Tops/Sports_Bra/Cut/Light_Support/Embody/Blue/05.webp,Manually resolve mapping ambiguity and keep exactly one model_id for this destination path before executing copy.
images/brands/ryderwear/women/nkd/tops/sports-bra/cut/low-support/staples/black/01.webp,2,ryderwear_female_nkd_sports_bra_elastic_underbust_band_bandeau_strapless_low_support | ryderwear_female_nkd_sports_bra_elastic_underbust_band_one_shoulder_asymmetrical_back_low_support,NKD Bandeau Sports Bra | NKD One Shoulder Sports Bra,Women/NKD/Tops/Sports_Bra/Cut/Low_Support/Staples/Black/01.webp,Manually resolve mapping ambiguity and keep exactly one model_id for this destination path before executing copy.
images/brands/ryderwear/women/nkd/tops/sports-bra/cut/low-support/staples/black/02.webp,2,ryderwear_female_nkd_sports_bra_elastic_underbust_band_bandeau_strapless_low_support | ryderwear_female_nkd_sports_bra_elastic_underbust_band_one_shoulder_asymmetrical_back_low_support,NKD Bandeau Sports Bra | NKD One Shoulder Sports Bra,Women/NKD/Tops/Sports_Bra/Cut/Low_Support/Staples/Black/02.webp,Manually resolve mapping ambiguity and keep exactly one model_id for this destination path before executing copy.
images/brands/ryderwear/women/nkd/tops/sports-bra/cut/low-support/staples/black/03.webp,2,ryderwear_female_nkd_sports_bra_elastic_underbust_band_bandeau_strapless_low_support | ryderwear_female_nkd_sports_bra_elastic_underbust_band_one_shoulder_asymmetrical_back_low_support,NKD Bandeau Sports Bra | NKD One Shoulder Sports Bra,Women/NKD/Tops/Sports_Bra/Cut/Low_Support/Staples/Black/03.webp,Manually resolve mapping ambiguity and keep exactly one model_id for this destination path before executing copy.
images/brands/ryderwear/women/nkd/tops/sports-bra/cut/low-support/staples/black/04.webp,2,ryderwear_female_nkd_sports_bra_elastic_underbust_band_bandeau_strapless_low_support | ryderwear_female_nkd_sports_bra_elastic_underbust_band_one_shoulder_asymmetrical_back_low_support,NKD Bandeau Sports Bra | NKD One Shoulder Sports Bra,Women/NKD/Tops/Sports_Bra/Cut/Low_Support/Staples/Black/04.webp,Manually resolve mapping ambiguity and keep exactly one model_id for this destination path before executing copy.
images/brands/ryderwear/women/nkd/tops/sports-bra/cut/low-support/staples/black/05.webp,2,ryderwear_female_nkd_sports_bra_elastic_underbust_band_bandeau_strapless_low_support | ryderwear_female_nkd_sports_bra_elastic_underbust_band_one_shoulder_asymmetrical_back_low_support,NKD Bandeau Sports Bra | NKD One Shoulder Sports Bra,Women/NKD/Tops/Sports_Bra/Cut/Low_Support/Staples/Black/05.webp,Manually resolve mapping ambiguity and keep exactly one model_id for this destination path before executing copy.
images/brands/ryderwear/women/nkd/tops/sports-bra/cut/low-support/staples/black/06.webp,2,ryderwear_female_nkd_sports_bra_elastic_underbust_band_bandeau_strapless_low_support | ryderwear_female_nkd_sports_bra_elastic_underbust_band_one_shoulder_asymmetrical_back_low_support,NKD Bandeau Sports Bra | NKD One Shoulder Sports Bra,Women/NKD/Tops/Sports_Bra/Cut/Low_Support/Staples/Black/06.webp,Manually resolve mapping ambiguity and keep exactly one model_id for this destination path before executing copy.
images/brands/ryderwear/women/non-nkd/tops/sports-bra/cut/halter/seamless/cut/low-support/--collection/sculpt/halter-bra/azure/01.webp,2,ryderwear_female_sculpt_sports_bra_rib_waistband_low_support | ryderwear_female_stonewash_sports_bra_rib_waistband_v_neck_racerback_light_support,Sculpt Seamless Halter Sports Bra | Stonewash Seamless Sports Bra,Women/Non-NKD/Tops/Sports_Bra/Cut/Halter/Seamless/Cut/Low_Support/__Collection/Sculpt/Halter_Bra/Azure/01.webp,Manually resolve mapping ambiguity and keep exactly one model_id for this destination path before executing copy.
images/brands/ryderwear/women/non-nkd/tops/sports-bra/cut/halter/seamless/cut/low-support/--collection/sculpt/halter-bra/azure/02.webp,2,ryderwear_female_sculpt_sports_bra_rib_waistband_low_support | ryderwear_female_stonewash_sports_bra_rib_waistband_v_neck_racerback_light_support,Sculpt Seamless Halter Sports Bra | Stonewash Seamless Sports Bra,Women/Non-NKD/Tops/Sports_Bra/Cut/Halter/Seamless/Cut/Low_Support/__Collection/Sculpt/Halter_Bra/Azure/02.webp,Manually resolve mapping ambiguity and keep exactly one model_id for this destination path before executing copy.
images/brands/ryderwear/women/non-nkd/tops/sports-bra/cut/halter/seamless/cut/low-support/--collection/sculpt/halter-bra/azure/03.webp,2,ryderwear_female_sculpt_sports_bra_rib_waistband_low_support | ryderwear_female_stonewash_sports_bra_rib_waistband_v_neck_racerback_light_support,Sculpt Seamless Halter Sports Bra | Stonewash Seamless Sports Bra,Women/Non-NKD/Tops/Sports_Bra/Cut/Halter/Seamless/Cut/Low_Support/__Collection/Sculpt/Halter_Bra/Azure/03.webp,Manually resolve mapping ambiguity and keep exactly one model_id for this destination path before executing copy.
images/brands/ryderwear/women/non-nkd/tops/sports-bra/cut/halter/seamless/cut/low-support/--collection/sculpt/halter-bra/azure/04.webp,2,ryderwear_female_sculpt_sports_bra_rib_waistband_low_support | ryderwear_female_stonewash_sports_bra_rib_waistband_v_neck_racerback_light_support,Sculpt Seamless Halter Sports Bra | Stonewash Seamless Sports Bra,Women/Non-NKD/Tops/Sports_Bra/Cut/Halter/Seamless/Cut/Low_Support/__Collection/Sculpt/Halter_Bra/Azure/04.webp,Manually resolve mapping ambiguity and keep exactly one model_id for this destination path before executing copy.
images/brands/ryderwear/women/non-nkd/tops/sports-bra/cut/halter/seamless/cut/low-support/--collection/sculpt/halter-bra/azure/05.webp,2,ryderwear_female_sculpt_sports_bra_rib_waistband_low_support | ryderwear_female_stonewash_sports_bra_rib_waistband_v_neck_racerback_light_support,Sculpt Seamless Halter Sports Bra | Stonewash Seamless Sports Bra,Women/Non-NKD/Tops/Sports_Bra/Cut/Halter/Seamless/Cut/Low_Support/__Collection/Sculpt/Halter_Bra/Azure/05.webp,Manually resolve mapping ambiguity and keep exactly one model_id for this destination path before executing copy.
images/brands/ryderwear/women/non-nkd/tops/sports-bra/cut/halter/seamless/cut/low-support/--collection/sculpt/halter-bra/azure/06.webp,2,ryderwear_female_sculpt_sports_bra_rib_waistband_low_support | ryderwear_female_stonewash_sports_bra_rib_waistband_v_neck_racerback_light_support,Sculpt Seamless Halter Sports Bra | Stonewash Seamless Sports Bra,Women/Non-NKD/Tops/Sports_Bra/Cut/Halter/Seamless/Cut/Low_Support/__Collection/Sculpt/Halter_Bra/Azure/06.webp,Manually resolve mapping ambiguity and keep exactly one model_id for this destination path before executing copy.
images/brands/ryderwear/women/non-nkd/tops/sports-bra/cut/halter/seamless/fabric/rib/--collection/lift/black/01.webp,2,ryderwear_female_lift_2_0_sports_bra_rib_waistband_light_support | ryderwear_female_rib_seamless_sports_bra_scoop_neck_halter_light_support,Lift Rib Seamless Halter Sports Bra | Lift 2.0 Seamless Sports Bra,Women/Non-NKD/Tops/Sports_Bra/Cut/Halter/Seamless/Fabric/Rib/__Collection/Lift/Black/01.webp,Manually resolve mapping ambiguity and keep exactly one model_id for this destination path before executing copy.
images/brands/ryderwear/women/non-nkd/tops/sports-bra/cut/halter/seamless/fabric/rib/--collection/lift/black/02.jpg,2,ryderwear_female_lift_2_0_sports_bra_rib_waistband_light_support | ryderwear_female_rib_seamless_sports_bra_scoop_neck_halter_light_support,Lift Rib Seamless Halter Sports Bra | Lift 2.0 Seamless Sports Bra,Women/Non-NKD/Tops/Sports_Bra/Cut/Halter/Seamless/Fabric/Rib/__Collection/Lift/Black/02.jpg,Manually resolve mapping ambiguity and keep exactly one model_id for this destination path before executing copy.
images/brands/ryderwear/women/non-nkd/tops/sports-bra/cut/halter/seamless/fabric/rib/--collection/lift/black/03.webp,2,ryderwear_female_lift_2_0_sports_bra_rib_waistband_light_support | ryderwear_female_rib_seamless_sports_bra_scoop_neck_halter_light_support,Lift Rib Seamless Halter Sports Bra | Lift 2.0 Seamless Sports Bra,Women/Non-NKD/Tops/Sports_Bra/Cut/Halter/Seamless/Fabric/Rib/__Collection/Lift/Black/03.webp,Manually resolve mapping ambiguity and keep exactly one model_id for this destination path before executing copy.
images/brands/ryderwear/women/non-nkd/tops/sports-bra/cut/halter/seamless/fabric/rib/--collection/lift/black/04.webp,2,ryderwear_female_lift_2_0_sports_bra_rib_waistband_light_support | ryderwear_female_rib_seamless_sports_bra_scoop_neck_halter_light_support,Lift Rib Seamless Halter Sports Bra | Lift 2.0 Seamless Sports Bra,Women/Non-NKD/Tops/Sports_Bra/Cut/Halter/Seamless/Fabric/Rib/__Collection/Lift/Black/04.webp,Manually resolve mapping ambiguity and keep exactly one model_id for this destination path before executing copy.
images/brands/ryderwear/women/non-nkd/tops/sports-bra/cut/twist/--collection/activate/black/01.webp,2,ryderwear_female_activate_sports_bra_twist | ryderwear_female_momentum_sports_bra_twist,Momentum Twist Sports Bra | Activate Sports Bra,Women/Non-NKD/Tops/Sports_Bra/Cut/Twist/__Collection/Activate/Black/01.webp,Manually resolve mapping ambiguity and keep exactly one model_id for this destination path before executing copy.
images/brands/ryderwear/women/non-nkd/tops/sports-bra/cut/twist/--collection/activate/black/02.webp,2,ryderwear_female_activate_sports_bra_twist | ryderwear_female_momentum_sports_bra_twist,Momentum Twist Sports Bra | Activate Sports Bra,Women/Non-NKD/Tops/Sports_Bra/Cut/Twist/__Collection/Activate/Black/02.webp,Manually resolve mapping ambiguity and keep exactly one model_id for this destination path before executing copy.
images/brands/ryderwear/women/non-nkd/tops/sports-bra/cut/twist/--collection/activate/black/03.webp,2,ryderwear_female_activate_sports_bra_twist | ryderwear_female_momentum_sports_bra_twist,Momentum Twist Sports Bra | Activate Sports Bra,Women/Non-NKD/Tops/Sports_Bra/Cut/Twist/__Collection/Activate/Black/03.webp,Manually resolve mapping ambiguity and keep exactly one model_id for this destination path before executing copy.
images/brands/ryderwear/women/non-nkd/tops/sports-bra/cut/twist/--collection/activate/black/04.webp,2,ryderwear_female_activate_sports_bra_twist | ryderwear_female_momentum_sports_bra_twist,Momentum Twist Sports Bra | Activate Sports Bra,Women/Non-NKD/Tops/Sports_Bra/Cut/Twist/__Collection/Activate/Black/04.webp,Manually resolve mapping ambiguity and keep exactly one model_id for this destination path before executing copy.
images/brands/ryderwear/women/non-nkd/tops/sports-bra/cut/twist/--collection/activate/black/05.webp,2,ryderwear_female_activate_sports_bra_twist | ryderwear_female_momentum_sports_bra_twist,Momentum Twist Sports Bra | Activate Sports Bra,Women/Non-NKD/Tops/Sports_Bra/Cut/Twist/__Collection/Activate/Black/05.webp,Manually resolve mapping ambiguity and keep exactly one model_id for this destination path before executing copy.
